comment
"['评论', '区太好', '哭']"
"['记得', '我来']"
"['学生', '完整', '童年', '学生', '难过', '失落', '在意', '眼光', '相信', '相信', '永远', '棒', '加油']"
['信给']
"['恭喜', '恭喜']"
"['想', '找个', '能共情', '做', '朋友']"
"['这句', '真的', '蚌埠', '住', '考试', '熬', '无数个', '夜', '做', '无数', '题', '想要', '这句', '终于', '明白', '想要', '出息', '想要', '妈妈', '骄傲', '骄傲', '谢谢']"
"['永远', '听不腻']"
"['真的', '好词', '曲调', '感情']"
"['妈妈', '委屈', '听到', '半夜', '偷偷', '哭', '烦恼']"
['怀念']
"['自由', '快乐', '小羊']"
"['做', '明天', '做好', '虚度', '下决心', '事情', '一把', '抓住', '紧系', '抱住', '决心', '任其', '逃', '贯彻', '实行']"
"['名字', '心事']"
"['凌晨', '心事', '不知', '倾诉']"
"['想', '身边', '朋友圈']"
"['讨厌', '离别', '讨厌', '离别', '诋毁']"
"['太远', '距离', '心']"
['普通']
"['泛黄', '日记', '写', '永远']"
"['我教', '写信', '写给', '写给']"
"['柏林', '冷']"
"['愿缘', '似圆', '源源不断']"
"['苦情', '诗', '创作者']"
"['苍白', '话语', '刺', '耳朵']"
"['生活', '苦乐', '参半']"
"['年', '约定']"
"['爱', '小狗', '希望', '小狗', '爱']"
"['想', '太', '仔细', '坏', '情绪']"
"['不说', '永远', '瞬间']"
['恭喜']
"['艺术家', '缪斯']"
"['永远', '永远', '多久']"
"['记忆', '好差', '好像', '忘记']"
"['无缘', '真诚', '没用']"
"['总', '假惺惺']"
"['风吹', '承诺', '散']"
"['晚安', '世界']"
"['长长的', '路', '慢慢', '走']"
['加油']
"['抱抱', '天天开心']"
"['谢谢', '心心']"
"['太', '好听']"
['好听']
"['真的', '好听']"
['摸摸头']
"['充电器', '一拔', '一年']"
"['喜欢', '身边', '努力', '跳圈', '中']"
"['永远', '太难', '记住']"
"['早', '忘']"
"['追', '世界', '追逐', '背影']"
"['深知', '顺路', '舍不得你']"
"['握', '手', '匿名', '朋友']"
"['永远', '远', '离开']"
"['感觉', '一点', '冷淡', '底气', '发消息']"
"['我会', '忘记', '忘记', '相识', '那天', '忘记', '腐烂', '誓言']"
"['雷子', '声音', '唱', '民谣']"
"['爷爷', '六年', '前', '春天', '走', '结婚', '办', '喜酒', '昨天', '打开', '白事时', '记账', '首页', '写', '爷爷', '名字', '去世', '记账', '一下子', '不行']"
['生日快乐']
['生日快乐']
['生日快乐']
['谢谢']
"['谢谢', '你宝']"
"['妈妈', '下辈子', '爸爸', '分开', '好不好', '从岁', '那年', '失去', '再也', '不想', '学习']"
"['记得', '表过', '白', '可怜', '可怜']"
"['希望', '夏天', '录取', '通知书']"
"['妈妈', '胃', '小小的', '吃', '一口', '妈妈', '胃', '大大的', '能装下']"
['生日快乐']
['想家']
['谢谢']
[]
"['剖宫产', '躺', '冰冷', '手术台上', '脑子里', '回响', '首歌', '忍不住', '流泪', '听见', '哭声']"
"['祝', '成功']"
"['加油', '陌生人']"
['加油']
"['还好', '世界', '愿意', '沉淀']"
"['本科', '双非', '志愿', '北京地区', '顶级', '踩线', '进', '复试', '复试', '刷', '杭州', '一所', '看不起', '双非', '调剂', '成功', '一年', '付出', '算', '交代', '遗憾', '漫漫', '人生', '真的', '执着']"
"['表达', '情歌']"
"['慈悲', '福气', '跟着', '跑']"
"['慈悲', '人越', '有福气']"
"['慈悲', '度量']"
['生活']
"['真正', '享受', '生活']"
[]
"['人定', '最好', '方法', '做人', '想到', '知足常乐']"
"['小时候', '跑', '丢', '警察', '叔叔', '总能', '找到', '当成', '英雄', '再也', '没见', '想', '见到', '说', '声', '谢谢', '告诉', '报考', '警校']"
[]
"['困住', '回忆']"
"['确实', '样子', '懵', '逼', '状态']"
"['祝', '好心', '心']"
"['默默', '评论', '区']"
"['这首', '歌唱', '理解', '妈妈', '离别', '不舍', '轮回', '相见', '失忆', '相聚']"
"['前', '几句', '听', '好想哭', '太', '感动', '好好', '听']"
"['想', '妈妈']"
"['那有', '上帝', '视角', '只不过', '是因为', '遗憾', '回头', '设想']"
"['听', '哭']"
